,id,Exam_Score,point_attendance,point_motivation,point_extracurricular_activities,point_previous_scores,total_point
4792,4588,66,5,0,10,28.5,109.5
4793,1349,67,5,0,10,27.5,109.5
4794,1150,66,5,0,10,28.5,109.5
4795,2499,67,10,-5,10,27.5,109.5
4796,801,64,10,5,0,30.5,109.5
4797,2381,66,10,5,0,28.5,109.5
4798,1498,65,5,-5,10,34.5,109.5
4799,5253,67,10,5,0,27.5,109.5
4800,4850,68,15,0,0,26.5,109.5
4801,2784,64,10,-5,10,30.5,109.5
4802,2032,64,10,0,10,25.5,109.5
4803,4698,67,0,5,0,37.5,109.5
4804,419,62,0,5,10,32.5,109.5
4805,4222,63,5,5,0,36.5,109.5
4806,1983,62,5,0,10,32.5,109.5
4807,1539,67,15,0,0,27.5,109.5
4808,3121,67,10,0,0,32.5,109.5
4809,2745,64,10,-5,0,40.5,109.5
4810,1994,62,5,5,10,27.5,109.5
4811,1030,65,5,-5,10,34.5,109.5
4812,4813,62,5,-10,10,42.5,109.5
4813,411,69,15,0,0,25.5,109.5
4814,2051,66,10,-5,10,28.5,109.5
4815,1520,63,0,0,0,46.5,109.5
4816,544,83,5,-5,0,26.5,109.5
4817,4735,65,0,0,10,34.5,109.5
4818,5366,65,10,0,0,34.5,109.5
4819,4039,63,0,5,10,31.5,109.5
4820,4940,70,10,0,0,29.5,109.5
4821,5620,66,0,0,10,33.5,109.5
4822,269,65,0,5,0,39.5,109.5
4823,1943,63,0,10,10,26.5,109.5
4824,2013,63,5,0,10,31.5,109.5
4825,311,69,10,-10,0,40.5,109.5
4826,2970,65,0,5,0,39.5,109.5
4827,4025,65,10,0,0,34.5,109.5
4828,5274,62,5,15,0,27.5,109.5
4829,4891,66,20,-5,0,28.5,109.5
4830,5200,62,10,0,10,27.5,109.5
4831,759,62,0,5,0,42.5,109.5
4832,5106,67,5,10,0,27.0,109.0
4833,2359,67,5,-10,10,37.0,109.0
4834,4186,63,0,5,10,31.0,109.0
4835,4006,62,0,0,10,37.0,109.0
4836,6071,64,0,5,0,40.0,109.0
4837,3840,66,10,5,0,28.0,109.0
4838,4812,68,15,-10,10,26.0,109.0
4839,556,68,10,-5,0,36.0,109.0
4840,3561,67,0,0,10,32.0,109.0
4841,4884,63,0,0,10,36.0,109.0
4842,3198,62,5,5,10,27.0,109.0
4843,4558,66,0,5,0,38.0,109.0
4844,4127,64,10,5,0,30.0,109.0
4845,4552,68,0,0,0,41.0,109.0
4846,2214,65,10,-5,10,29.0,109.0
4847,1959,66,10,5,0,28.0,109.0
4848,348,64,0,0,0,45.0,109.0
4849,2770,62,5,-5,0,47.0,109.0
4850,850,66,5,0,10,28.0,109.0
4851,3361,63,5,-5,10,36.0,109.0
4852,5600,66,5,-5,10,33.0,109.0
4853,3607,61,10,0,10,28.0,109.0
4854,338,65,5,-5,0,44.0,109.0
4855,6283,61,0,5,10,33.0,109.0
4856,4514,68,0,-10,10,41.0,109.0
4857,5892,61,0,5,0,43.0,109.0
4858,5891,65,5,0,0,39.0,109.0
4859,4654,63,10,0,10,26.0,109.0
4860,3742,61,0,5,10,33.0,109.0
4861,1248,65,5,-5,0,44.0,109.0
4862,4217,63,0,0,10,36.0,109.0
4863,5760,64,5,0,10,30.0,109.0
4864,6334,69,5,-5,10,30.0,109.0
4865,2682,65,0,-5,0,49.0,109.0
4866,4216,65,0,0,0,44.0,109.0
4867,1290,66,15,0,0,28.0,109.0
4868,3388,67,0,10,0,32.0,109.0
4869,5300,68,5,0,10,26.0,109.0
4870,3381,65,10,-5,10,29.0,109.0
4871,829,62,0,10,0,37.0,109.0
4872,3432,63,5,-10,10,41.0,109.0
4873,5147,65,15,-15,0,44.0,109.0
4874,5165,64,0,-5,10,40.0,109.0
4875,5172,65,10,0,0,34.0,109.0
4876,3129,64,5,-5,10,35.0,109.0
4877,826,67,5,-10,10,37.0,109.0
4878,4984,63,0,0,10,36.0,109.0
4879,4895,65,0,10,0,34.0,109.0
4880,425,68,10,-5,10,26.0,109.0
4881,3621,68,10,-5,10,26.0,109.0
4882,1829,66,0,0,0,43.0,109.0
4883,5307,62,0,10,0,37.0,109.0
4884,1273,65,0,5,10,29.0,109.0
4885,3681,61,0,10,10,28.0,109.0
4886,3103,69,5,5,0,30.0,109.0
4887,89,64,0,5,0,40.0,109.0
4888,115,63,0,5,0,41.0,109.0
4889,3566,70,10,0,0,29.0,109.0
4890,2539,68,10,-10,10,31.0,109.0
4891,5678,68,5,-5,10,31.0,109.0
4892,3410,67,20,-5,0,27.0,109.0
4893,3662,66,10,0,0,33.0,109.0
4894,36,67,20,-5,0,27.0,109.0
4895,4142,66,0,0,0,43.0,109.0
4896,1201,68,5,0,0,36.0,109.0
4897,4767,61,5,0,10,33.0,109.0
4898,5465,62,0,10,10,27.0,109.0
4899,4072,68,5,0,10,26.0,109.0
4900,4911,65,5,0,0,39.0,109.0
4901,3501,62,0,0,10,37.0,109.0
4902,1254,67,5,0,10,27.0,109.0
4903,2994,67,5,0,10,27.0,109.0
4904,2086,65,5,-5,10,34.0,109.0
4905,2153,62,10,0,10,27.0,109.0
4906,1410,65,5,-5,10,34.0,109.0
4907,4076,69,10,5,0,25.0,109.0
4908,5011,65,5,-15,10,44.0,109.0
4909,4662,67,15,-10,10,26.5,108.5
4910,6159,68,5,10,0,25.5,108.5
4911,1569,66,5,-5,0,42.5,108.5
4912,4385,68,5,0,0,35.5,108.5
4913,4655,66,10,-10,0,42.5,108.5
4914,6152,66,10,5,0,27.5,108.5
4915,6214,62,0,5,10,31.5,108.5
4916,4276,66,5,-5,0,42.5,108.5
4917,4443,64,0,5,10,29.5,108.5
4918,3060,67,15,-10,10,26.5,108.5
4919,2015,63,0,0,0,45.5,108.5
4920,4147,64,5,-5,10,34.5,108.5
4921,4138,64,0,15,0,29.5,108.5
4922,4202,66,5,0,10,27.5,108.5
4923,3759,68,10,5,0,25.5,108.5
4924,4358,63,0,-10,10,45.5,108.5
4925,3634,64,5,0,10,29.5,108.5
4926,1612,63,0,0,0,45.5,108.5
4927,3813,68,0,-5,0,45.5,108.5
4928,6112,67,0,0,10,31.5,108.5
4929,3626,63,0,10,0,35.5,108.5
4930,2712,67,10,5,0,26.5,108.5
4931,3846,66,0,0,0,42.5,108.5
4932,3646,68,10,-5,10,25.5,108.5
4933,2444,67,5,5,0,31.5,108.5
4934,2722,65,0,5,0,38.5,108.5
4935,6184,67,5,5,0,31.5,108.5
4936,3690,68,10,-5,10,25.5,108.5
4937,2347,62,0,5,10,31.5,108.5
4938,3632,66,5,0,0,37.5,108.5
4939,2430,62,5,5,10,26.5,108.5
4940,4490,67,0,0,0,41.5,108.5
4941,6128,66,10,-10,0,42.5,108.5
4942,1687,58,0,5,10,35.5,108.5
4943,4851,63,0,0,10,35.5,108.5
4944,4831,62,0,-5,10,41.5,108.5
4945,5443,62,0,-10,10,46.5,108.5
4946,2146,68,10,-10,10,30.5,108.5
4947,5230,62,0,0,10,36.5,108.5
4948,4942,62,0,5,10,31.5,108.5
4949,1092,60,0,0,10,38.5,108.5
4950,5981,67,0,-15,10,46.5,108.5
4951,4905,63,10,-5,10,30.5,108.5
4952,1084,65,5,-5,0,43.5,108.5
4953,5539,69,10,-5,0,34.5,108.5
4954,5532,64,0,0,0,44.5,108.5
4955,5035,65,5,0,10,28.5,108.5
4956,5841,66,5,-5,0,42.5,108.5
4957,5847,67,5,10,0,26.5,108.5
4958,5148,64,0,0,0,44.5,108.5
4959,1241,68,0,0,10,30.5,108.5
4960,3399,62,10,0,10,26.5,108.5
4961,5967,68,5,-5,10,30.5,108.5
4962,2487,71,10,0,0,27.5,108.5
4963,1413,63,5,5,10,25.5,108.5
4964,526,67,5,10,0,26.5,108.5
4965,2230,70,5,5,0,28.5,108.5
4966,120,65,10,-5,10,28.5,108.5
4967,2592,65,0,-5,0,48.5,108.5
4968,5437,66,15,-15,10,32.5,108.5
4969,0,67,10,-5,0,36.5,108.5
4970,5085,67,5,0,0,36.5,108.5
4971,1205,61,5,0,10,32.5,108.5
4972,5061,64,0,0,10,34.5,108.5
4973,5958,65,5,-5,0,43.5,108.5
4974,4849,66,0,5,10,27.5,108.5
4975,2088,68,10,-5,10,25.5,108.5
4976,2189,63,5,5,10,25.5,108.5
4977,2023,68,15,-10,10,25.0,108.0
4978,1146,65,0,0,10,33.0,108.0
4979,4255,66,5,-5,10,32.0,108.0
4980,5647,65,10,5,0,28.0,108.0
4981,1963,68,5,10,0,25.0,108.0
4982,5417,64,0,-5,10,39.0,108.0
4983,5408,65,10,-5,10,28.0,108.0
4984,2046,67,0,0,10,31.0,108.0
4985,139,65,0,0,0,43.0,108.0
4986,3239,63,0,0,10,35.0,108.0
4987,38,64,0,-15,10,49.0,108.0
4988,2391,62,0,-5,10,41.0,108.0
4989,2072,62,5,-5,10,36.0,108.0
4990,100,65,0,0,10,33.0,108.0
4991,3380,64,0,0,0,44.0,108.0
4992,1566,63,0,10,10,25.0,108.0
4993,5946,64,5,5,0,34.0,108.0
4994,3425,62,0,5,10,31.0,108.0
4995,3745,67,0,5,10,26.0,108.0
4996,4280,67,15,-10,0,36.0,108.0
4997,3757,65,10,-10,10,33.0,108.0
4998,5796,64,5,-5,10,34.0,108.0
4999,1344,65,0,5,0,38.0,108.0
5000,224,68,20,-5,0,25.0,108.0
5001,264,63,0,5,0,40.0,108.0
5002,4617,68,10,5,0,25.0,108.0
5003,1366,66,0,-5,0,47.0,108.0
5004,1553,65,10,-15,0,48.0,108.0
5005,4720,65,10,-5,10,28.0,108.0
5006,5826,62,0,-10,10,46.0,108.0
5007,6356,65,0,-5,0,48.0,108.0
5008,396,67,5,0,0,36.0,108.0
5009,1614,67,10,-10,10,31.0,108.0
5010,3614,63,5,0,0,40.0,108.0
5011,241,65,5,5,0,33.0,108.0
5012,3408,68,0,-10,10,40.0,108.0
5013,85,67,0,-5,10,36.0,108.0
5014,4026,68,10,0,0,30.0,108.0
5015,504,67,10,5,0,26.0,108.0
5016,204,66,10,-5,10,27.0,108.0
5017,1270,63,0,-5,10,40.0,108.0
5018,1725,65,10,5,0,28.0,108.0
5019,5094,64,5,-10,10,39.0,108.0
5020,5341,65,0,5,10,28.0,108.0
5021,1211,64,0,-5,0,49.0,108.0
5022,534,65,5,0,0,38.0,108.0
5023,4465,66,10,0,0,32.0,108.0
5024,3723,63,0,5,0,40.0,108.0
5025,2510,66,10,-5,10,27.0,108.0
5026,3712,64,0,0,0,44.0,108.0
5027,186,64,5,-5,10,34.0,108.0
5028,4391,68,10,-5,0,35.0,108.0
5029,5063,68,10,0,0,30.0,108.0
5030,586,66,5,-5,10,32.0,108.0
5031,2555,68,10,-5,10,25.0,108.0
5032,5687,66,10,-10,10,32.0,108.0
5033,3193,68,5,-10,10,35.0,108.0
5034,336,67,15,-15,10,31.0,108.0
5035,6142,60,0,5,10,33.0,108.0
5036,3659,67,5,-10,0,46.0,108.0
5037,3978,68,10,-5,10,25.0,108.0
5038,745,68,5,0,0,35.0,108.0
5039,3538,67,15,-5,0,31.0,108.0
5040,2249,64,0,0,10,34.0,108.0
5041,3948,66,5,10,0,27.0,108.0
5042,6117,65,5,0,10,28.0,108.0
5043,3123,61,0,5,10,32.0,108.0
5044,4571,60,10,-5,10,33.0,108.0
5045,1639,64,0,-5,0,49.0,108.0
5046,5100,66,5,-5,10,32.0,108.0
5047,4322,65,0,0,0,43.0,108.0
5048,537,65,5,-5,10,33.0,108.0
5049,393,63,0,-5,10,39.5,107.5
5050,3496,64,5,0,0,38.5,107.5
5051,4734,67,5,5,0,30.5,107.5
5052,1753,68,20,-15,0,34.5,107.5
5053,3990,63,5,-5,10,34.5,107.5
5054,2890,64,5,0,0,38.5,107.5
5055,5190,64,10,0,0,33.5,107.5
5056,2537,67,5,0,0,35.5,107.5
5057,6006,65,15,-5,0,32.5,107.5
5058,2580,65,0,5,10,27.5,107.5
5059,4964,63,0,5,0,39.5,107.5
5060,3177,65,0,5,0,37.5,107.5
5061,5049,67,5,0,0,35.5,107.5
5062,3448,64,5,-5,10,33.5,107.5
5063,3001,61,0,5,10,31.5,107.5
5064,5478,64,10,5,0,28.5,107.5
5065,715,67,15,-5,0,30.5,107.5
5066,5932,66,15,-5,0,31.5,107.5
5067,1993,65,5,-5,10,32.5,107.5
5068,2664,63,5,-10,0,49.5,107.5
5069,1309,68,5,0,0,34.5,107.5
5070,404,66,10,-10,0,41.5,107.5
5071,1252,66,5,0,10,26.5,107.5
5072,1811,63,5,-5,0,44.5,107.5
5073,2564,68,10,0,0,29.5,107.5
5074,6309,66,10,-5,0,36.5,107.5
5075,1060,68,10,-10,10,29.5,107.5
5076,4472,65,0,-5,0,47.5,107.5
5077,2848,65,0,0,10,32.5,107.5
5078,3320,67,5,-10,0,45.5,107.5
5079,5080,63,0,-5,0,49.5,107.5
5080,2950,70,5,0,0,32.5,107.5
5081,5339,67,0,5,10,25.5,107.5
5082,1745,66,5,0,0,36.5,107.5
5083,77,64,5,0,10,28.5,107.5
5084,854,66,10,-5,0,36.5,107.5
5085,1206,67,5,0,10,25.5,107.5
5086,6082,65,0,15,0,27.5,107.5
5087,5738,61,0,-5,10,41.5,107.5
5088,3706,66,0,5,10,26.5,107.5
5089,5070,68,5,0,0,34.5,107.5
5090,6032,65,0,-10,10,42.5,107.5
5091,4455,66,20,-5,0,26.5,107.5
5092,1210,65,10,-5,0,37.5,107.5
5093,1291,68,5,-5,10,29.5,107.5
5094,1711,64,5,-10,10,38.0,107.0
5095,5569,66,10,-5,0,36.0,107.0
5096,4175,67,5,5,0,30.0,107.0
5097,570,65,10,-5,10,27.0,107.0
5098,5436,65,0,-5,10,37.0,107.0
5099,5073,67,10,0,0,30.0,107.0
5100,751,66,5,0,10,26.0,107.0
5101,4995,64,0,-10,10,43.0,107.0
5102,6323,66,5,10,0,26.0,107.0
5103,2060,66,5,-5,10,31.0,107.0
5104,4549,65,0,0,0,42.0,107.0
5105,4271,63,5,0,0,39.0,107.0
5106,5319,65,5,0,0,37.0,107.0
5107,2680,63,5,-5,10,34.0,107.0
5108,928,64,0,5,10,28.0,107.0
5109,478,61,0,-10,10,46.0,107.0
5110,1674,66,15,0,0,26.0,107.0
5111,4952,79,10,-10,0,28.0,107.0
5112,4852,65,0,5,10,27.0,107.0
5113,2643,66,10,0,0,31.0,107.0
5114,634,62,0,0,10,35.0,107.0
5115,1166,65,0,0,0,42.0,107.0
5116,5099,66,0,0,10,31.0,107.0
5117,4510,65,10,0,0,32.0,107.0
5118,3326,64,10,-5,10,28.0,107.0
5119,1645,66,10,-5,10,26.0,107.0
5120,4372,65,20,-5,0,27.0,107.0
5121,1058,70,5,0,0,32.0,107.0
5122,3379,62,0,-10,10,45.0,107.0
5123,3698,67,5,5,0,30.0,107.0
5124,5626,63,0,-5,10,39.0,107.0
5125,1822,64,5,-5,0,43.0,107.0
5126,2671,66,5,0,10,26.0,107.0
5127,5263,67,5,0,0,35.0,107.0
5128,948,64,0,-5,10,38.0,107.0
5129,5378,66,5,0,0,36.0,107.0
5130,5872,62,5,0,10,30.0,107.0
5131,6222,69,5,5,0,28.0,107.0
5132,5410,66,5,5,0,31.0,107.0
5133,4015,63,0,0,10,34.0,107.0
5134,1692,66,15,0,0,26.0,107.0
5135,6299,68,5,5,0,29.0,107.0
5136,4100,62,10,5,0,30.0,107.0
5137,6242,63,5,5,0,34.0,107.0
5138,455,67,10,-10,0,40.0,107.0
5139,3195,62,0,10,10,25.0,107.0
5140,111,66,5,-5,10,31.0,107.0
5141,229,64,0,-5,0,48.0,107.0
5142,3487,64,5,5,0,33.0,107.0
5143,2800,68,10,-10,10,29.0,107.0
5144,3245,62,0,10,0,35.0,107.0
5145,4409,65,0,5,0,37.0,107.0
5146,2799,65,5,0,10,27.0,107.0
5147,1477,66,5,-5,0,40.5,106.5
5148,4023,66,5,0,0,35.5,106.5
5149,777,68,10,-10,10,28.5,106.5
5150,2433,62,0,-5,0,49.5,106.5
5151,3128,65,5,0,0,36.5,106.5
5152,2462,60,10,0,10,26.5,106.5
5153,1976,64,5,-5,10,32.5,106.5
5154,5848,62,0,5,10,29.5,106.5
5155,1650,66,10,-5,0,35.5,106.5
5156,1728,68,10,0,0,28.5,106.5
5157,4035,70,15,-5,0,26.5,106.5
5158,1232,68,5,-5,0,38.5,106.5
5159,5863,66,0,5,10,25.5,106.5
5160,5177,64,0,-5,10,37.5,106.5
5161,1952,67,0,-10,0,49.5,106.5
5162,4061,67,10,0,0,29.5,106.5
5163,3931,65,5,-5,0,41.5,106.5
5164,936,66,5,-10,10,35.5,106.5
5165,5737,68,0,0,0,38.5,106.5
5166,2586,63,5,5,0,33.5,106.5
5167,2472,62,0,-5,10,39.5,106.5
5168,4166,62,0,5,0,39.5,106.5
5169,1570,66,0,5,0,35.5,106.5
5170,49,64,5,-5,10,32.5,106.5
5171,2408,65,10,5,0,26.5,106.5
5172,2406,65,5,0,10,26.5,106.5
5173,2651,61,10,-5,10,30.5,106.5
5174,5874,66,10,0,0,30.5,106.5
5175,3031,66,15,0,0,25.5,106.5
5176,5252,63,0,5,0,38.5,106.5
5177,5754,65,0,0,0,41.5,106.5
5178,1869,67,0,0,10,29.5,106.5
5179,1229,67,10,-10,10,29.5,106.5
5180,4775,67,20,-10,0,29.5,106.5
5181,1833,62,0,0,10,34.5,106.5
5182,5052,66,5,5,0,30.5,106.5
5183,945,64,0,5,10,27.5,106.5
5184,6294,64,0,5,10,27.5,106.5
5185,3468,58,0,5,10,33.5,106.5
5186,4879,64,5,0,10,27.5,106.5
5187,1143,66,5,0,10,25.5,106.5
5188,2070,65,10,0,0,31.5,106.5
5189,6332,69,5,-5,10,27.5,106.5
5190,4832,62,0,5,10,29.5,106.5
5191,1375,63,5,-5,10,33.5,106.5
5192,4718,65,5,-5,10,31.5,106.5
5193,6106,62,0,5,0,39.5,106.5
5194,840,65,10,-5,10,26.5,106.5
5195,3555,65,5,-5,10,31.5,106.5
5196,4362,60,0,0,10,36.5,106.5
5197,2409,70,10,-10,10,26.5,106.5
5198,481,67,10,-10,10,29.5,106.5
5199,4708,63,5,-5,10,33.5,106.5
5200,4986,62,10,5,0,29.5,106.5
5201,1452,65,0,5,10,26.5,106.5
5202,4805,67,5,5,0,29.5,106.5
5203,1789,68,0,5,0,33.5,106.5
5204,2050,65,10,-5,10,26.5,106.5
5205,3951,66,5,0,10,25.5,106.5
5206,3104,65,15,-5,0,31.0,106.0
5207,185,63,0,-5,10,38.0,106.0
5208,4497,64,5,0,10,27.0,106.0
5209,775,62,0,0,10,34.0,106.0
5210,6130,62,0,-5,10,39.0,106.0
5211,4483,58,0,0,10,38.0,106.0
5212,1799,69,10,-5,0,32.0,106.0
5213,5098,64,0,-5,0,47.0,106.0
5214,2162,65,15,-10,10,26.0,106.0
5215,2071,70,5,5,0,26.0,106.0
5216,3162,64,15,-5,0,32.0,106.0
5217,1552,64,0,0,10,32.0,106.0
5218,2410,64,0,5,10,27.0,106.0
5219,4124,63,0,0,10,33.0,106.0
5220,5562,64,10,-15,0,47.0,106.0
5221,3625,70,10,0,0,26.0,106.0
5222,985,69,5,-10,0,42.0,106.0
5223,1802,65,0,10,0,31.0,106.0
5224,3762,61,5,0,0,40.0,106.0
5225,4804,67,5,0,0,34.0,106.0
5226,5705,57,0,0,10,39.0,106.0
5227,6370,70,15,-5,0,26.0,106.0
5228,5845,66,5,-5,0,40.0,106.0
5229,5697,66,5,-5,0,40.0,106.0
5230,1836,65,5,-5,0,41.0,106.0
5231,2377,68,10,-5,0,33.0,106.0
5232,5397,69,0,-10,10,37.0,106.0
5233,5911,66,5,5,0,30.0,106.0
5234,5682,62,5,5,0,34.0,106.0
5235,750,63,5,-5,10,33.0,106.0
5236,6003,61,0,5,10,30.0,106.0
5237,5494,60,5,0,0,41.0,106.0
5238,2961,65,0,0,10,31.0,106.0
5239,4845,65,5,10,0,26.0,106.0
5240,3887,61,0,-5,10,40.0,106.0
5241,2548,64,0,0,0,42.0,106.0
5242,5184,66,5,5,0,30.0,106.0
5243,6021,65,5,0,0,36.0,106.0
5244,2782,57,0,5,10,34.0,106.0
5245,1103,69,0,5,0,32.0,106.0
5246,1117,64,10,-10,10,32.0,106.0
5247,3923,62,5,0,10,29.0,106.0
5248,2585,63,0,5,0,38.0,106.0
5249,2775,66,5,-10,0,45.0,106.0
5250,899,63,5,0,0,38.0,106.0
5251,1108,67,5,0,0,34.0,106.0
5252,40,65,10,-5,10,26.0,106.0
5253,2891,65,5,-10,10,36.0,106.0
5254,2484,61,0,-10,10,45.0,106.0
5255,602,68,0,-5,0,43.0,106.0
5256,2523,63,0,5,10,28.0,106.0
5257,1761,64,10,-5,0,37.0,106.0
5258,6300,65,0,0,0,41.0,106.0
5259,653,65,5,5,0,31.0,106.0
5260,6092,65,5,-5,0,41.0,106.0
5261,3212,63,5,-5,10,33.0,106.0
5262,3134,65,5,10,0,26.0,106.0
5263,6315,64,0,0,10,32.0,106.0
5264,4915,63,0,-10,10,43.0,106.0
5265,974,63,5,0,10,28.0,106.0
5266,5211,70,10,-10,0,36.0,106.0
5267,4840,62,0,0,0,44.0,106.0
5268,1898,64,5,5,0,32.0,106.0
5269,3668,65,10,0,0,31.0,106.0
5270,3182,64,5,0,0,37.0,106.0
5271,4333,66,10,0,0,29.5,105.5
5272,1712,65,5,0,10,25.5,105.5
5273,1191,63,0,-10,10,42.5,105.5
5274,5714,63,0,0,10,32.5,105.5
5275,5691,64,10,5,0,26.5,105.5
5276,1750,63,0,-5,0,47.5,105.5
5277,1222,68,5,5,0,27.5,105.5
5278,5432,62,0,-5,0,48.5,105.5
5279,2885,67,0,5,0,33.5,105.5
5280,292,66,5,0,0,34.5,105.5
5281,3814,67,10,-5,0,33.5,105.5
5282,739,70,10,-10,0,35.5,105.5
5283,4784,67,5,-5,10,28.5,105.5
5284,1985,65,5,-5,0,40.5,105.5
5285,4427,63,5,0,10,27.5,105.5
5286,5159,69,10,0,0,26.5,105.5
5287,3925,60,0,0,10,35.5,105.5
5288,3138,64,5,0,0,36.5,105.5
5289,1434,69,10,0,0,26.5,105.5
5290,1986,70,10,0,0,25.5,105.5
5291,6246,66,10,0,0,29.5,105.5
5292,4226,62,0,5,0,38.5,105.5
5293,3905,62,0,-5,10,38.5,105.5
5294,3287,67,0,-5,10,33.5,105.5
5295,159,66,0,-5,0,44.5,105.5
5296,628,64,0,-5,10,36.5,105.5
5297,2441,65,5,0,10,25.5,105.5
5298,3168,66,0,0,10,29.5,105.5
5299,896,62,0,5,10,28.5,105.5
5300,4506,63,10,-15,10,37.5,105.5
5301,2085,64,0,0,10,31.5,105.5
5302,5616,64,15,-5,0,31.5,105.5
5303,5556,64,10,0,0,31.5,105.5
5304,2014,65,5,-5,10,30.5,105.5
5305,6229,61,0,-10,10,44.5,105.5
5306,6235,65,5,0,10,25.5,105.5
5307,4057,64,15,0,0,26.5,105.5
5308,4047,64,10,-10,0,41.5,105.5
5309,2676,64,5,5,0,31.5,105.5
5310,2216,65,5,0,10,25.5,105.5
5311,691,64,0,0,10,31.5,105.5
5312,3699,63,0,5,10,27.5,105.5
5313,2738,64,5,10,0,26.5,105.5
5314,461,66,10,0,0,29.5,105.5
5315,22,66,5,-10,0,44.5,105.5
5316,3262,68,0,-5,0,42.5,105.5
5317,3974,61,0,5,10,29.5,105.5
5318,2229,71,10,-10,0,34.5,105.5
5319,2714,63,0,-5,10,37.5,105.5
5320,4608,65,5,5,0,30.5,105.5
5321,1881,62,0,0,10,33.5,105.5
5322,2310,68,10,-10,0,37.5,105.5
5323,5800,61,0,5,0,39.5,105.5
5324,942,65,15,-10,10,25.5,105.5
5325,5122,65,0,0,0,40.5,105.5
5326,4768,68,10,0,0,27.5,105.5
5327,648,67,0,5,0,33.0,105.0
5328,5550,67,10,0,0,28.0,105.0
5329,4212,64,0,0,0,41.0,105.0
5330,3510,63,0,0,10,32.0,105.0
5331,4187,67,10,0,0,28.0,105.0
5332,400,69,15,-5,0,26.0,105.0
5333,4248,64,5,-5,0,41.0,105.0
5334,1141,66,15,-10,0,34.0,105.0
5335,2734,60,0,5,0,40.0,105.0
5336,122,64,10,-5,0,36.0,105.0
5337,1053,61,0,5,10,29.0,105.0
5338,4156,64,5,0,10,26.0,105.0
5339,5984,64,5,-5,0,41.0,105.0
5340,5949,64,10,-10,10,31.0,105.0
5341,5715,63,0,5,10,27.0,105.0
5342,2978,62,5,-10,10,38.0,105.0
5343,4853,63,0,10,0,32.0,105.0
5344,434,64,0,5,0,36.0,105.0
5345,1157,65,5,0,0,35.0,105.0
5346,2149,61,0,0,0,44.0,105.0
5347,1411,67,0,0,0,38.0,105.0
5348,4782,63,5,0,10,27.0,105.0
5349,2549,67,5,-10,10,33.0,105.0
5350,4683,62,0,-5,0,48.0,105.0
5351,3460,64,0,5,0,36.0,105.0
5352,50,64,0,5,0,36.0,105.0
5353,3253,60,0,10,10,25.0,105.0
5354,192,67,5,-10,10,33.0,105.0
5355,5459,66,0,-10,0,49.0,105.0
5356,949,61,5,0,0,39.0,105.0
5357,4578,63,0,5,0,37.0,105.0
5358,428,65,5,0,0,35.0,105.0
5359,3657,65,0,-5,10,35.0,105.0
5360,5470,63,0,5,10,27.0,105.0
5361,3169,61,0,-10,10,44.0,105.0
5362,1265,62,0,5,0,38.0,105.0
5363,2419,69,0,10,0,26.0,105.0
5364,226,62,0,0,0,43.0,105.0
5365,3593,65,5,-10,0,45.0,105.0
5366,5444,64,0,0,0,41.0,105.0
5367,4999,67,5,0,0,33.0,105.0
5368,60,62,0,0,10,33.0,105.0
5369,328,62,5,0,10,28.0,105.0
5370,4583,62,10,-5,10,28.0,105.0
5371,5963,67,10,0,0,28.0,105.0
5372,509,64,0,0,10,31.0,105.0
5373,4810,65,0,10,0,30.0,105.0
5374,1298,68,10,0,0,27.0,105.0
5375,6095,65,0,-10,10,40.0,105.0
5376,4857,59,0,0,10,36.0,105.0
5377,417,65,10,-5,0,35.0,105.0
5378,3187,65,5,-5,10,30.0,105.0
5379,2438,66,0,-5,10,34.0,105.0
5380,6144,66,5,-5,10,28.5,104.5
5381,1975,66,5,-5,10,28.5,104.5
5382,6061,63,0,5,10,26.5,104.5
5383,4302,64,0,-10,10,40.5,104.5
5384,4618,58,5,-5,0,46.5,104.5
5385,2917,65,5,-5,10,29.5,104.5
5386,540,64,5,-10,10,35.5,104.5
5387,3367,65,15,-5,0,29.5,104.5
5388,2901,59,5,-10,10,40.5,104.5
5389,5753,64,0,10,0,30.5,104.5
5390,5214,66,10,-5,0,33.5,104.5
5391,4947,62,10,-5,0,37.5,104.5
5392,2904,67,5,5,0,27.5,104.5
5393,1194,66,10,-10,10,28.5,104.5
5394,6036,67,5,5,0,27.5,104.5
5395,3196,61,0,0,0,43.5,104.5
5396,1197,65,5,0,0,34.5,104.5
5397,1007,63,0,-5,0,46.5,104.5
5398,2942,67,10,-5,0,32.5,104.5
5399,4844,66,5,0,0,33.5,104.5
5400,4892,61,0,5,10,28.5,104.5
5401,2478,68,15,-5,0,26.5,104.5
5402,638,69,10,-5,0,30.5,104.5
5403,627,67,10,0,0,27.5,104.5
5404,6096,66,10,0,0,28.5,104.5
5405,2345,66,5,-5,10,28.5,104.5
5406,3003,64,5,-10,10,35.5,104.5
5407,940,63,10,-5,10,26.5,104.5
5408,128,64,5,0,10,25.5,104.5
5409,2119,64,5,-5,10,30.5,104.5
5410,582,64,5,-5,10,30.5,104.5
5411,3967,64,0,0,10,30.5,104.5
5412,2261,66,5,5,0,28.5,104.5
5413,5377,63,5,5,0,31.5,104.5
5414,3442,67,10,-5,0,32.5,104.5
5415,6277,63,5,10,0,26.5,104.5
5416,5545,67,5,5,0,27.5,104.5
5417,4542,63,0,5,0,36.5,104.5
